Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
8449;PL-2020-088491;wysoki;14.08.2020;16.08.2020;standardowy;opakowanie;korporacja;Magdalena Drogomirecka;K01548;centralny;mazowieckie;Mogielnica;05-640;Meble;Sto³y;"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";637,896;3;0,3;-127,5792
8465;PL-2020-089709;niski;22.12.2020;23.12.2020;kolejowy;wielkie pud³o;biuro;Ryszard Stoparek;K01638;po³udniowo-zachodni;opolskie;Zêbowice;46-048;Technologia;Akcesoria;Belkin Standard 104 key USB Keyboard;46,688;4;0,2;-2,918
8466;PL-2020-089788;nieokreœlony;03.01.2020;05.01.2020;ekspresowy;œrednie pude³ko;osoba fizyczna;Marian Œwiderski;K01178;centralny;mazowieckie;Mrozy;05-320;Artyku³y biurowe;Magazynowanie;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";17,94;3;0;3,0498
8480;PL-2020-088492;niski;22.08.2020;24.08.2020;kolejowy;wielkie pud³o;korporacja;Magdalena Drogomirecka;K01548;centralny;mazowieckie;Mogielnica;05-640;Artyku³y biurowe;Papier;Hammermill Color Copier Paper (28Lb. and 96 Bright);19,98;2;0;8,991
8486;PL-2020-090202;niski;13.01.2020;14.01.2020;standardowy;ma³e pude³ko;ma³a firma;Wojciech Kubacki;K00988;po³udniowo-zachodni;opolskie;Baborów;48-120;Artyku³y biurowe;Papier;Xerox 1982;45,68;2;0;21,0128
8501;PL-2020-091183;œredni;22.11.2020;23.11.2020;standardowy;ma³e pude³ko;biuro;Emilia Mazur;K02989;po³udniowy;ma³opolskie;Jab³onka;34-480;Artyku³y biurowe;Papier;Xerox 1891;97,82;2;0;45,9754
8506;PL-2020-087446;krytyczny;11.09.2020;12.09.2020;kolejowy;paleta;osoba fizyczna;Krzysztof Chrz¹szcz;K01902;pó³nocno-zachodni;wielkopolskie;Kaczory;63-430;Artyku³y biurowe;Segregatory;Pressboard Hanging Data Binders for Unburst Sheets;8,856;9;0,8;-14,1696
8507;PL-2020-087446;wysoki;11.09.2020;11.09.2020;standardowy;ma³e pude³ko;osoba fizyczna;Krzysztof Chrz¹szcz;K01902;pó³nocno-zachodni;wielkopolskie;Kaczory;63-430;Technologia;Akcesoria;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;27,96;5;0,2;8,388
8515;PL-2020-090625;œredni;15.01.2020;16.01.2020;standardowy;ma³e pude³ko;biuro;Krystyna Staniszewska;K02694;wschodni;lubelskie;Tarnogród;23-420;Artyku³y biurowe;Sztuka;Quartet Omega Colored Chalk, 12/Pack;17,52;3;0;8,2344
8516;PL-2020-089020;œredni;14.11.2020;15.11.2020;standardowy;ma³e pude³ko;ma³a firma;Cezary Kalinowski;K02733;po³udniowo-zachodni;dolnoœl¹skie;Jaworzyna Œl¹ska;58-140;Artyku³y biurowe;Sztuka;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;35,76;12;0;10,0128
8517;PL-2020-089020;nieokreœlony;14.11.2020;16.11.2020;standardowy;ma³e pude³ko;ma³a firma;Cezary Kalinowski;K02733;po³udniowo-zachodni;dolnoœl¹skie;Jaworzyna Œl¹ska;58-140;Artyku³y biurowe;Sztuka;Newell 322;3,64;2;0;0,9828
8522;PL-2020-091459;wysoki;19.09.2020;19.09.2020;ekspresowy;opakowanie;biuro;El¿bieta JaŸwiñska;K01422;wschodni;œwiêtokrzyskie;Wiœlica;28-160;Meble;Umeblowanie;Ultra Door Push Plate;54,992;14;0,2;8,9362
8523;PL-2020-089945;nieokreœlony;30.05.2020;31.05.2020;kolejowy;wielkie pud³o;osoba fizyczna;Kamil Jesionowski;K01779;po³udniowy;œl¹skie;Miasteczko Œl¹skie;42-610;Technologia;Telefony;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;12,99;1;0;0,2598
8524;PL-2020-089945;niski;30.05.2020;30.05.2020;standardowy;œrednie pude³ko;osoba fizyczna;Kamil Jesionowski;K01779;po³udniowy;œl¹skie;Miasteczko Œl¹skie;42-610;Artyku³y biurowe;Papier;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;55,86;7;0;27,93
8530;PL-2020-086679;krytyczny;15.02.2020;17.02.2020;standardowy;ma³e pude³ko;osoba fizyczna;Sabina Bednarska;K02236;pó³nocno-zachodni;lubuskie;Pszczew;66-330;Meble;Krzes³a;Global Leather & Oak Executive Chair, Burgundy;241,424;2;0,2;-36,2136
8531;PL-2020-086679;krytyczny;15.02.2020;17.02.2020;standardowy;ma³e pude³ko;osoba fizyczna;Katarzyna Formalewicz;K02235;po³udniowy;ma³opolskie;Bobowa;38-350;Artyku³y biurowe;Papier;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";33,36;4;0;16,68
8532;PL-2020-090355;niski;22.05.2020;24.05.2020;standardowy;ma³e pude³ko;korporacja;Kazimierz £ojek;K00483;centralny;³ódzkie;Galewice;98-405;Artyku³y biurowe;Papier;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;13,76;2;0;6,3296
8533;PL-2020-090355;niski;22.05.2020;24.05.2020;standardowy;opakowanie;korporacja;Kazimierz £ojek;K00483;centralny;³ódzkie;Galewice;98-405;Artyku³y biurowe;Magazynowanie;Sensible Storage WireTech Storage Systems;496,86;7;0;24,843
8539;PL-2020-086434;nieokreœlony;31.12.2020;18.01.2021;ekspresowy;opakowanie;korporacja;Jan Herman;K03119;po³udniowy;œl¹skie;Tarnowskie Góry;42-600;Artyku³y biurowe;Sztuka;Avery Fluorescent Highlighter Four-Color Set;8,016;3;0,2;1,002
8541;PL-2020-086434;wysoki;31.12.2020;01.01.2021;standardowy;ma³e pude³ko;korporacja;Jan Herman;K03119;po³udniowy;œl¹skie;Tarnowskie Góry;42-600;Artyku³y biurowe;Segregatory;DXL Angle-View Binders with Locking Rings by Samsill;30,84;5;0,2;9,6375
8545;PL-2020-086107;œredni;17.06.2020;19.06.2020;ekspresowy;worek;ma³a firma;Leszek Staszko;K03046;centralny;³ódzkie;Dobroñ;95-082;Meble;Umeblowanie;DAX Two-Tone Silver Metal Document Frame;20,24;1;0;8,7032
8548;PL-2020-091080;wysoki;11.07.2020;15.07.2020;standardowy;ma³e pude³ko;korporacja;Edward Grunt;K01689;centralny;mazowieckie;Rzekuñ;07-411;Technologia;Akcesoria;Memorex Micro Travel Drive 8 GB;39;3;0;17,55
8551;PL-2020-086294;krytyczny;14.12.2020;15.12.2020;ekspresowy;ma³e pude³ko;biuro;Ma³gorzata Czerkawska;K02901;wschodni;lubelskie;£aszczów;22-650;Artyku³y biurowe;Etykiety;Avery 479;6,264;3;0,2;2,0358
8553;PL-2020-086269;niski;22.02.2020;22.02.2020;kolejowy;paleta;biuro;Alicja Radliñska;K00255;pó³nocno-zachodni;wielkopolskie;Œrem;63-100;Technologia;Kopiarki;Brother DCP1000 Digital 3 in 1 Multifunction Machine;719,976;3;0,2;134,9955
8559;PL-2020-087728;krytyczny;21.08.2020;26.08.2020;standardowy;opakowanie;korporacja;Jerzy Wawrzysz;K00746;pó³nocny;pomorskie;Gdañsk;80-057;Artyku³y biurowe;Etykiety;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;45,36;9;0,2;14,742
8564;PL-2020-087984;krytyczny;17.12.2020;19.12.2020;standardowy;worek;osoba fizyczna;Mariola Michorek;K00703;wschodni;lubelskie;Spiczyn;21-077;Artyku³y biurowe;Segregatory;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";4,842;3;0,7;-3,5508
8578;PL-2020-089725;nieokreœlony;03.09.2020;03.09.2020;standardowy;worek;ma³a firma;Gra¿yna Pogonowicz;K02497;centralny;³ódzkie;Wieluñ;98-300;Meble;Sto³y;"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";607,52;2;0;97,2032
8589;PL-2020-019205;niski;28.07.2020;29.07.2020;standardowy;ma³e pude³ko;ma³a firma;Aleksandra Ruzik;K02548;po³udniowy;ma³opolskie;Kraków;31-144;Artyku³y biurowe;Magazynowanie;Fellowes Neat Ideas Storage Cubes;51,968;2;0,2;-10,3936
8590;PL-2020-019205;niski;28.07.2020;30.07.2020;standardowy;worek;ma³a firma;Aleksandra Ruzik;K02548;po³udniowy;ma³opolskie;Kraków;31-144;Artyku³y biurowe;Sztuka;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;4,768;2;0,2;0,4768
8599;PL-2020-000193;krytyczny;09.08.2020;11.08.2020;standardowy;œrednie pude³ko;osoba fizyczna;Renata Czarkowska;K01821;centralny;mazowieckie;Warszawa;00-659;Artyku³y biurowe;Segregatory;Wilson Jones Easy Flow II Sheet Lifters;4,32;3;0,2;1,512
8603;PL-2020-019812;wysoki;04.04.2020;09.04.2020;kolejowy;wielkie pud³o;biuro;Sergiusz Kar¿anowski;K00117;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-183;Technologia;Telefony;Panasonic KX TS3282W Corded phone;475,944;7;0,2;59,493
8604;PL-2020-019841;wysoki;28.12.2020;24.01.2021;standardowy;opakowanie;korporacja;Rafa³ Wasyluk;K03251;centralny;mazowieckie;Warszawa;00-227;Technologia;Akcesoria;Imation Clip USB flash drive - 8 GB;30,08;2;0,2;-5,264
8605;PL-2020-019841;nieokreœlony;28.12.2020;28.01.2021;standardowy;ma³e pude³ko;korporacja;Rafa³ Wasyluk;K03251;centralny;mazowieckie;Warszawa;00-227;Technologia;Akcesoria;WD My Passport Ultra 1TB Portable External Hard Drive;165,6;3;0,2;-6,21
8610;PL-2020-020036;œredni;07.12.2020;10.12.2020;kolejowy;wielkie pud³o;korporacja;Henryk Kuriata;K01723;pó³nocny;kujawsko-pomorskie;Bydgoszcz;85-552;Meble;Rega³y;O'Sullivan Living Dimensions 5-Shelf Bookcases;353,568;2;0,2;-44,196
8611;PL-2020-020036;œredni;07.12.2020;09.12.2020;standardowy;ma³e pude³ko;korporacja;Henryk Kuriata;K01723;pó³nocny;kujawsko-pomorskie;Bydgoszcz;85-552;Meble;Umeblowanie;G.E. Halogen Desk Lamp Bulbs;13,96;2;0;6,7008
8612;PL-2020-020036;œredni;07.12.2020;07.12.2020;standardowy;ma³e pude³ko;korporacja;Henryk Kuriata;K01723;pó³nocny;kujawsko-pomorskie;Bydgoszcz;85-552;Technologia;Akcesoria;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;82,95;5;0;29,0325
8613;PL-2020-020036;niski;07.12.2020;09.12.2020;standardowy;ma³e pude³ko;korporacja;Henryk Kuriata;K01723;pó³nocny;kujawsko-pomorskie;Bydgoszcz;85-552;Artyku³y biurowe;Sztuka;Newell 345;39,68;2;0;10,3168
8622;PL-2020-021249;krytyczny;21.09.2020;23.09.2020;standardowy;ma³e pude³ko;ma³a firma;Urszula Noryca;K00308;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-142;Artyku³y biurowe;Urz¹dzenia;Fellowes Basic Home/Office Series Surge Protectors;20,768;2;0,2;2,3364
8625;PL-2020-021539;œredni;11.07.2020;11.07.2020;standardowy;du¿e pude³ko;osoba fizyczna;Sylwia Szarzyñska;K00699;po³udniowy;ma³opolskie;Kraków;31-101;Technologia;Akcesoria;Maxell LTO Ultrium - 800 GB;111,96;5;0,2;-1,3995
8627;PL-2020-021574;nieokreœlony;17.01.2020;18.01.2020;standardowy;opakowanie;ma³a firma;Henryk Nawój;K01193;po³udniowy;œl¹skie;Ruda Œl¹ska;41-717;Artyku³y biurowe;Magazynowanie;Mobile Personal File Cube;70,26;3;0;18,9702
8628;PL-2020-021600;nieokreœlony;06.04.2020;13.04.2020;standardowy;worek;biuro;Maria Potyra³o;K00272;pó³nocny;kujawsko-pomorskie;Toruñ;87-103;Technologia;Akcesoria;KeyTronic E03601U1 - Keyboard - Beige;90;5;0;16,2
8639;PL-2020-022468;krytyczny;12.06.2020;12.06.2020;standardowy;ma³e pude³ko;ma³a firma;Henryk Hy¿y;K03079;pó³nocno-zachodni;wielkopolskie;Poznañ;61-658;Technologia;Akcesoria;Logitech G600 MMO Gaming Mouse;399,95;5;0;143,982
8640;PL-2020-022468;krytyczny;12.06.2020;13.06.2020;standardowy;worek;ma³a firma;Henryk Hy¿y;K03079;pó³nocno-zachodni;wielkopolskie;Poznañ;61-658;Artyku³y biurowe;Segregatory;"ACCOHIDE 3-Ring Binder, Blue, 1""";12,39;3;0;5,8233
8641;PL-2020-022468;wysoki;12.06.2020;14.06.2020;standardowy;ma³e pude³ko;ma³a firma;Henryk Hy¿y;K03079;pó³nocno-zachodni;wielkopolskie;Poznañ;61-658;Artyku³y biurowe;Segregatory;GBC Ibimaster 500 Manual ProClick Binding System;760,98;5;0,8;-1141,47
8642;PL-2020-022656;nieokreœlony;24.12.2020;26.12.2020;ekspresowy;ma³e pude³ko;korporacja;Ma³gorzata Dzwonnik;K01280;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-615;Artyku³y biurowe;Segregatory;Vinyl Sectional Post Binders;67,86;6;0,7;-45,24
8660;PL-2020-023271;œredni;05.11.2020;06.11.2020;kolejowy;paleta;ma³a firma;Artur Ostaszewski;K00181;centralny;mazowieckie;Radom;26-617;Artyku³y biurowe;Papier;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;30,96;6;0,2;11,223
8664;PL-2020-023782;krytyczny;12.01.2020;12.01.2020;kolejowy;paleta;korporacja;Marta Jaworska;K01822;po³udniowy;œl¹skie;Jastrzêbie-Zdrój;44-268;Artyku³y biurowe;Papier;Xerox 1964;127,904;7;0,2;41,5688
8665;PL-2020-023782;krytyczny;12.01.2020;17.01.2020;standardowy;du¿e pude³ko;korporacja;Marta Jaworska;K01822;po³udniowy;œl¹skie;Jastrzêbie-Zdrój;44-268;Meble;Umeblowanie;Flat Face Poster Frame;94,2;5;0;39,564
8677;PL-2020-024356;nieokreœlony;13.05.2020;15.05.2020;kolejowy;paleta;osoba fizyczna;Urszula Noryca;K00308;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-142;Meble;Umeblowanie;"Executive Impressions 13"" Clairmont Wall Clock";7,692;1;0,6;-3,6537
8683;PL-2020-002368;krytyczny;21.08.2020;23.08.2020;standardowy;ma³e pude³ko;osoba fizyczna;El¿bieta Szablewska;K02882;pó³nocny;kujawsko-pomorskie;Toruñ;87-103;Technologia;Akcesoria;Maxell 4.7GB DVD-RW 3/Pack;47,79;3;0;16,2486
8684;PL-2020-024577;œredni;03.03.2020;04.03.2020;standardowy;ma³e pude³ko;korporacja;Robert Janek;K03075;po³udniowy;ma³opolskie;Kraków;31-432;Artyku³y biurowe;Sztuka;DIXON Oriole Pencils;5,16;2;0;1,3416
8685;PL-2020-024610;wysoki;20.01.2020;22.01.2020;kolejowy;paleta;biuro;Kinga Kraszczuk;K00962;centralny;³ódzkie;£ódŸ;90-118;Technologia;Akcesoria;Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink;21,21;7;0;4,4541
8686;PL-2020-024806;wysoki;08.09.2020;10.09.2020;standardowy;ma³e pude³ko;ma³a firma;Ireneusz Kondalski;K01282;pó³nocno-zachodni;wielkopolskie;Poznañ;60-681;Artyku³y biurowe;Magazynowanie;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;96,36;6;0;25,0536
8689;PL-2020-024903;nieokreœlony;21.10.2020;28.10.2020;standardowy;ma³e pude³ko;korporacja;Anna Matejak;K02618;centralny;mazowieckie;Warszawa;00-235;Artyku³y biurowe;Papier;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ?” x 11”;12,48;2;0;5,616
8692;PL-2020-025062;niski;01.11.2020;03.11.2020;standardowy;œrednie pude³ko;osoba fizyczna;El¿bieta Szablewska;K02882;pó³nocny;kujawsko-pomorskie;Toruñ;87-103;Technologia;Telefony;Plantronics Voyager Pro Legend;247,188;2;0,4;-49,4376
8693;PL-2020-025062;nieokreœlony;01.11.2020;03.11.2020;standardowy;ma³e pude³ko;osoba fizyczna;El¿bieta Szablewska;K02882;pó³nocny;kujawsko-pomorskie;Toruñ;87-103;Technologia;Akcesoria;Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning;279,96;5;0,2;48,993
8701;PL-2020-025830;niski;08.05.2020;08.05.2020;standardowy;ma³e pude³ko;osoba fizyczna;Renata Czarkowska;K01821;centralny;mazowieckie;Warszawa;00-659;Artyku³y biurowe;Urz¹dzenia;Staple holder;76,608;8;0,2;6,7032
8702;PL-2020-025830;œredni;08.05.2020;13.05.2020;standardowy;ma³e pude³ko;osoba fizyczna;Renata Czarkowska;K01821;centralny;mazowieckie;Warszawa;00-659;Artyku³y biurowe;Magazynowanie;Hot File 7-Pocket, Floor Stand;142,776;1;0,2;17,847
8712;PL-2020-026373;krytyczny;24.07.2020;27.07.2020;standardowy;ma³e pude³ko;ma³a firma;Miros³aw Nejman;K00198;wschodni;podkarpackie;Rzeszów;35-050;Meble;Sto³y;Bevis Oval Conference Table, Walnut;626,352;3;0,2;-23,4882
8714;PL-2020-002563;nieokreœlony;20.11.2020;21.11.2020;standardowy;ma³e pude³ko;ma³a firma;Zbigniew Gradziñski;K00478;centralny;mazowieckie;Warszawa;00-538;Technologia;Telefony;Belkin iPhone and iPad Lightning Cable;71,952;6;0,2;5,3964
8718;PL-2020-002563;wysoki;20.11.2020;21.11.2020;standardowy;worek;ma³a firma;Zbigniew Gradziñski;K00478;centralny;mazowieckie;Warszawa;00-538;Meble;Umeblowanie;Dax Clear Box Frame;6,984;2;0,6;-4,5396
8720;PL-2020-026695;nieokreœlony;08.06.2020;10.06.2020;standardowy;worek;korporacja;Ewelina Marut;K01810;po³udniowy;ma³opolskie;Kraków;31-035;Artyku³y biurowe;Papier;Xerox 1975;15,552;3;0,2;5,6376
8724;PL-2020-026784;œredni;25.07.2020;26.07.2020;kolejowy;paleta;osoba fizyczna;Sylwia Szarzyñska;K00699;po³udniowy;ma³opolskie;Kraków;31-101;Artyku³y biurowe;Papier;Xerox 1898;37,408;7;0,2;13,0928
8736;PL-2020-027047;niski;24.11.2020;25.11.2020;standardowy;du¿e pude³ko;osoba fizyczna;Julian Nowicki;K02571;centralny;mazowieckie;Warszawa;00-542;Artyku³y biurowe;Magazynowanie;Acco Perma 4000 Stacking Storage Drawers;64,96;4;0;9,744
8737;PL-2020-027047;krytyczny;24.11.2020;25.11.2020;standardowy;ma³e pude³ko;osoba fizyczna;Julian Nowicki;K02571;centralny;mazowieckie;Warszawa;00-542;Artyku³y biurowe;Magazynowanie;Hot File 7-Pocket, Floor Stand;535,41;3;0;160,623
8738;PL-2020-027077;krytyczny;17.03.2020;19.03.2020;standardowy;œrednie pude³ko;ma³a firma;Lidia Popiel;K01291;po³udniowy;œl¹skie;Jastrzêbie-Zdrój;44-337;Artyku³y biurowe;Segregatory;3M Organizer Strips;8,1;5;0,7;-5,94
8754;PL-2020-028321;wysoki;03.08.2020;03.08.2020;standardowy;ma³e pude³ko;osoba fizyczna;Henryk Hy¿y;K03079;pó³nocno-zachodni;wielkopolskie;Poznañ;61-658;Artyku³y biurowe;Etykiety;Avery 501;17,712;6;0,2;5,9778
8756;PL-2020-028482;nieokreœlony;10.03.2020;12.03.2020;standardowy;worek;biuro;Ma³gorzata Szczepanik;K01630;po³udniowo-zachodni;dolnoœl¹skie;Wroc³aw;51-664;Artyku³y biurowe;Segregatory;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";6,258;2;0,7;-5,215
8766;PL-2020-002759;niski;26.11.2020;28.11.2020;standardowy;ma³e pude³ko;ma³a firma;Zbigniew Gradziñski;K00478;centralny;mazowieckie;Warszawa;00-538;Artyku³y biurowe;Segregatory;Storex DuraTech Recycled Plastic Frosted Binders;1,696;2;0,8;-2,544
8782;PL-2020-029572;niski;05.06.2020;06.06.2020;kolejowy;wielkie pud³o;biuro;El¿bieta Szablewska;K02882;pó³nocny;kujawsko-pomorskie;Toruñ;87-103;Meble;Rega³y;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;1227,9984;6;0,32;-36,1176
8784;PL-2020-029700;krytyczny;08.04.2020;09.04.2020;standardowy;ma³e pude³ko;osoba fizyczna;Henryk Nawój;K01193;po³udniowy;œl¹skie;Ruda Œl¹ska;41-717;Meble;Sto³y;Bretford Rectangular Conference Table Tops;1128,39;3;0;259,5297
8791;PL-2020-030114;œredni;18.08.2020;25.08.2020;ekspresowy;du¿e pude³ko;korporacja;S³awomir Kossakowski;K00607;centralny;mazowieckie;Warszawa;00-166;Artyku³y biurowe;Segregatory;"SlimView Poly Binder, 3/8""";46,62;9;0;21,4452
8792;PL-2020-030336;niski;31.01.2020;02.02.2020;standardowy;ma³e pude³ko;korporacja;S³awomir Kossakowski;K00607;centralny;mazowieckie;Warszawa;00-166;Technologia;Telefony;Pyle PMP37LED;537,544;7;0,2;47,0351
8793;PL-2020-030372;œredni;01.09.2020;03.09.2020;standardowy;opakowanie;korporacja;Adrian Szatkowski;K00698;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-464;Artyku³y biurowe;Etykiety;Avery 516;14,62;2;0;6,8714
8803;PL-2020-031040;wysoki;16.09.2020;18.09.2020;standardowy;ma³e pude³ko;korporacja;S³awomir Kossakowski;K00607;centralny;mazowieckie;Warszawa;00-166;Meble;Rega³y;Sauder Facets Collection Library, Sky Alder Finish;341,96;2;0;54,7136
8804;PL-2020-031040;wysoki;16.09.2020;18.09.2020;standardowy;ma³e pude³ko;korporacja;S³awomir Kossakowski;K00607;centralny;mazowieckie;Warszawa;00-166;Technologia;Akcesoria;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;34,77;3;0;11,4741
8809;PL-2020-031301;nieokreœlony;20.10.2020;22.10.2020;standardowy;ma³e pude³ko;osoba fizyczna;Miros³aw Budynek;K01106;wschodni;lubelskie;Lublin;20-240;Technologia;Telefony;Motorla HX550 Universal Bluetooth Headset;118,65;5;0,4;19,775
8812;PL-2020-031492;niski;17.10.2020;19.10.2020;standardowy;ma³e pude³ko;ma³a firma;Marek Iwañczyk;K02498;pó³nocny;kujawsko-pomorskie;Bydgoszcz;85-112;Artyku³y biurowe;Urz¹dzenia;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;207,144;3;0,1;48,3336
8813;PL-2020-031492;wysoki;17.10.2020;20.10.2020;ekspresowy;ma³e pude³ko;ma³a firma;Marek Iwañczyk;K02498;pó³nocny;kujawsko-pomorskie;Bydgoszcz;85-112;Artyku³y biurowe;Sztuka;Prang Drawing Pencil Set;13,9;5;0;3,753
8814;PL-2020-031492;nieokreœlony;17.10.2020;18.10.2020;standardowy;ma³e pude³ko;ma³a firma;Marek Iwañczyk;K02498;pó³nocny;kujawsko-pomorskie;Bydgoszcz;85-112;Meble;Krzes³a;Office Star - Contemporary Task Swivel Chair;266,352;3;0,2;13,3176
8821;PL-2020-031842;nieokreœlony;18.07.2020;19.07.2020;standardowy;opakowanie;korporacja;Kazimierz Nowak;K01773;centralny;mazowieckie;Warszawa;00-133;Technologia;Kopiarki;Canon Image Class D660 Copier;959,984;2;0,2;311,9948
8822;PL-2020-031872;niski;08.09.2020;12.09.2020;ekspresowy;ma³e pude³ko;biuro;Monika Wojtowicz;K03342;po³udniowy;œl¹skie;Ruda Œl¹ska;41-709;Artyku³y biurowe;Segregatory;Avery Self-Adhesive Photo Pockets for Polaroid Photos;4,086;2;0,7;-2,9964
8823;PL-2020-031872;niski;08.09.2020;12.09.2020;kolejowy;paleta;biuro;Monika Wojtowicz;K03342;po³udniowy;œl¹skie;Ruda Œl¹ska;41-709;Artyku³y biurowe;Sztuka;Hunt Boston Vacuum Mount KS Pencil Sharpener;55,984;2;0,2;4,1988
8830;PL-2020-032099;niski;07.05.2020;07.05.2020;standardowy;ma³e pude³ko;biuro;Micha³ WoŸnicki;K01176;centralny;mazowieckie;Warszawa;00-033;Artyku³y biurowe;Magazynowanie;Fellowes Staxonsteel Drawer Files;386,34;2;0;54,0876
8831;PL-2020-032164;nieokreœlony;04.02.2020;05.02.2020;standardowy;ma³e pude³ko;ma³a firma;Ryszard Kaczmarek;K01228;pó³nocno-zachodni;wielkopolskie;Poznañ;61-813;Artyku³y biurowe;Segregatory;Avery Durable Slant Ring Binders With Label Holder;33,44;10;0,2;11,704
8832;PL-2020-032164;wysoki;04.02.2020;05.02.2020;standardowy;worek;ma³a firma;Ryszard Kaczmarek;K01228;pó³nocno-zachodni;wielkopolskie;Poznañ;61-813;Meble;Umeblowanie;12-1/2 Diameter Round Wall Clock;39,96;2;0;14,3856
8833;PL-2020-032164;krytyczny;04.02.2020;05.02.2020;kolejowy;wielkie pud³o;ma³a firma;Ryszard Kaczmarek;K01228;pó³nocno-zachodni;wielkopolskie;Poznañ;61-813;Artyku³y biurowe;Segregatory;GBC Ibimaster 500 Manual ProClick Binding System;1217,568;2;0,2;456,588
8842;PL-2020-032641;niski;23.03.2020;24.03.2020;standardowy;ma³e pude³ko;biuro;Wies³awa Wicher;K01314;po³udniowy;ma³opolskie;Kraków;31-001;Technologia;Akcesoria;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;89,97;3;0;39,5868
8856;PL-2020-032931;krytyczny;17.02.2020;24.02.2020;standardowy;ma³e pude³ko;korporacja;Anna Bugzel;K03004;po³udniowy;ma³opolskie;Kraków;31-464;Artyku³y biurowe;Segregatory;GBC Instant Index System for Binding Systems;21,312;3;0,2;7,992
8857;PL-2020-032931;krytyczny;17.02.2020;22.02.2020;standardowy;œrednie pude³ko;korporacja;Anna Bugzel;K03004;po³udniowy;ma³opolskie;Kraków;31-464;Technologia;Akcesoria;Logitech Media Keyboard K200;209,94;6;0;39,8886
8858;PL-2020-033152;nieokreœlony;23.11.2020;25.11.2020;standardowy;ma³e pude³ko;korporacja;S³awomir Kossakowski;K00607;centralny;mazowieckie;Warszawa;00-166;Technologia;Telefony;Anker Astro Mini 3000mAh Ultra-Compact Portable Charger;31,984;2;0,2;-7,996
8865;PL-2020-033478;wysoki;16.06.2020;18.06.2020;ekspresowy;worek;osoba fizyczna;Iwona Obrocka;K02434;po³udniowy;œl¹skie;Ruda Œl¹ska;41-710;Artyku³y biurowe;Papier;Xerox 208;38,88;6;0;18,6624
8866;PL-2020-033505;krytyczny;27.09.2020;01.10.2020;standardowy;worek;osoba fizyczna;Marcin Frankiewicz;K02645;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-203;Artyku³y biurowe;Urz¹dzenia;Acco 6 Outlet Guardian Standard Surge Suppressor;36,27;3;0;10,881
8867;PL-2020-033505;nieokreœlony;27.09.2020;27.09.2020;ekspresowy;ma³e pude³ko;osoba fizyczna;Marcin Frankiewicz;K02645;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-203;Meble;Rega³y;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;493,43;5;0,3;-70,49
8870;PL-2020-033632;krytyczny;15.03.2020;16.03.2020;standardowy;ma³e pude³ko;biuro;Krzysztof Drobiñski;K00094;centralny;³ódzkie;£ódŸ;90-111;Artyku³y biurowe;Segregatory;Ibico Presentation Index for Binding Systems;15,92;5;0,2;5,373
8876;PL-2020-033763;œredni;25.09.2020;27.09.2020;standardowy;du¿e pude³ko;korporacja;Ma³gorzata Dzwonnik;K01280;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-615;Artyku³y biurowe;Zaopatrzenie;Premier Electric Letter Opener;185,376;2;0,2;-34,758
