Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
8253;PL-2021-085887;nieokreœlony;14.07.2021;15.07.2021;standardowy;worek;biuro;Mateusz Kryger;K01495;pó³nocny;warmiñsko-mazurskie;Pozezdrze;11-610;Artyku³y biurowe;Magazynowanie;Companion Letter/Legal File, Black;60,416;2;0,2;6,0416
8260;PL-2021-089791;nieokreœlony;08.02.2021;09.02.2021;ekspresowy;opakowanie;korporacja;Jan Lewicki;K03048;wschodni;podlaskie;Grajewo;19-200;Artyku³y biurowe;Papier;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;368,91;9;0;180,7659
8274;PL-2021-091499;œredni;14.11.2021;14.11.2021;standardowy;opakowanie;korporacja;Anna Babiarczyk;K02616;po³udniowo-zachodni;dolnoœl¹skie;Mieroszów;58-350;Artyku³y biurowe;Sztuka;Newell 320;3,424;1;0,2;0,2996
8277;PL-2021-091585;œredni;14.07.2021;16.07.2021;standardowy;worek;korporacja;Daniel Grajczak;K02773;po³udniowo-zachodni;dolnoœl¹skie;Jaworzyna Œl¹ska;58-140;Artyku³y biurowe;Segregatory;Avery Durable Slant Ring Binders With Label Holder;3,762;3;0,7;-2,7588
8278;PL-2021-091585;œredni;14.07.2021;16.07.2021;standardowy;worek;korporacja;Daniel Grajczak;K02773;po³udniowo-zachodni;dolnoœl¹skie;Jaworzyna Œl¹ska;58-140;Artyku³y biurowe;Segregatory;Avery Arch Ring Binders;34,86;2;0,7;-26,726
8283;PL-2021-086970;niski;02.09.2021;04.09.2021;kolejowy;paleta;osoba fizyczna;W³adys³aw Sokalski;K01575;wschodni;podlaskie;Krasnopol;16-503;Technologia;Maszyny;Star Micronics TSP800 TSP847IIU Receipt Printer;600,53;2;0,3;137,264
8296;PL-2021-086830;krytyczny;10.02.2021;10.02.2021;standardowy;opakowanie;korporacja;El¿bieta Krzemieñ;K01435;pó³nocno-zachodni;zachodniopomorskie;Trzebiatów;73-131;Artyku³y biurowe;Koperty;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;26,55;9;0;12,744
8305;PL-2021-089087;niski;06.01.2021;06.01.2021;standardowy;ma³e pude³ko;osoba fizyczna;Jerzy Hamulski;K00951;centralny;³ódzkie;Mas³owice;97-515;Meble;Sto³y;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;486,368;4;0,2;36,4776
8306;PL-2021-087858;krytyczny;29.10.2021;31.10.2021;standardowy;ma³e pude³ko;osoba fizyczna;Renata Tomczak;K01794;wschodni;podkarpackie;Rani¿ów;36-130;Artyku³y biurowe;Papier;Xerox 202;32,4;5;0;15,552
8309;PL-2021-085862;wysoki;12.03.2021;13.03.2021;standardowy;ma³e pude³ko;korporacja;Dorota Cha³at;K00258;pó³nocny;kujawsko-pomorskie;D¹browa Biskupia;88-133;Artyku³y biurowe;Sztuka;Newell 325;37,17;9;0;11,151
8310;PL-2021-085862;krytyczny;12.03.2021;13.03.2021;standardowy;ma³e pude³ko;korporacja;Dorota Cha³at;K00258;pó³nocny;kujawsko-pomorskie;D¹browa Biskupia;88-133;Artyku³y biurowe;Magazynowanie;Recycled Steel Personal File for Hanging File Folders;137,352;3;0,2;8,5845
8314;PL-2021-088603;œredni;22.02.2021;23.02.2021;standardowy;worek;korporacja;Anna Nawrotkiewicz;K01213;po³udniowo-zachodni;dolnoœl¹skie;Pêc³aw;67-221;Meble;Krzes³a;Hon Deluxe Fabric Upholstered Stacking Chairs;512,358;3;0,3;-14,6388
8321;PL-2021-087019;niski;07.09.2021;08.09.2021;standardowy;ma³e pude³ko;ma³a firma;Joanna Lipik;K01123;wschodni;œwiêtokrzyskie;Sandomierz;27-600;Artyku³y biurowe;Sztuka;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;45,04;2;0,2;4,504
8327;PL-2021-087817;wysoki;25.09.2021;25.09.2021;standardowy;ma³e pude³ko;biuro;Aurelia Rabêda;K00694;centralny;³ódzkie;Aleksandrów £ódzki;95-070;Artyku³y biurowe;Segregatory;Avery Poly Binder Pockets;2,864;4;0,8;-4,5824
8328;PL-2021-087817;œredni;25.09.2021;27.09.2021;standardowy;ma³e pude³ko;biuro;Aurelia Rabêda;K00694;centralny;³ódzkie;Aleksandrów £ódzki;95-070;Artyku³y biurowe;Segregatory;Catalog Binders with Expanding Posts;94,192;7;0,8;-164,836
8341;PL-2021-086799;nieokreœlony;10.01.2021;11.01.2021;standardowy;ma³e pude³ko;korporacja;Bo¿ena Sawicka;K03134;pó³nocny;kujawsko-pomorskie;Strzelno;88-320;Artyku³y biurowe;Papier;Xerox 192;32,4;5;0;15,552
8343;PL-2021-091508;niski;03.04.2021;03.04.2021;standardowy;opakowanie;osoba fizyczna;Wioleta Lebiecka;K02755;wschodni;podlaskie;Filipów;16-424;Artyku³y biurowe;Magazynowanie;Sterilite Officeware Hinged File Box;73,36;7;0;19,8072
8353;PL-2021-090064;niski;04.04.2021;09.04.2021;standardowy;worek;korporacja;Janina Fischer;K00512;pó³nocno-zachodni;lubuskie;Witnica;66-460;Artyku³y biurowe;Segregatory;Wilson Jones Legal Size Ring Binders;26,388;4;0,7;-17,592
8354;PL-2021-090064;niski;04.04.2021;08.04.2021;ekspresowy;worek;korporacja;Ma³gorzata Januchowska;K00516;pó³nocny;warmiñsko-mazurskie;Mi³ki;11-513;Meble;Sto³y;Bevis 36 x 72 Conference Tables;373,47;5;0,4;-112,041
8355;PL-2021-089655;œredni;08.05.2021;11.05.2021;standardowy;ma³e pude³ko;korporacja;Cezary Zarzycki;K01715;centralny;mazowieckie;Jastrzêbia;05-640;Artyku³y biurowe;Segregatory;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";64,2;5;0,7;-44,94
8356;PL-2021-089404;krytyczny;03.07.2021;04.07.2021;kolejowy;paleta;biuro;Krzysztof Michno;K00961;po³udniowo-zachodni;opolskie;G³ubczyce;48-100;Artyku³y biurowe;£¹czniki;Advantus Plastic Paper Clips;8;2;0,2;2,8
8357;PL-2021-089404;krytyczny;03.07.2021;05.07.2021;standardowy;ma³e pude³ko;biuro;Krzysztof Michno;K00961;po³udniowo-zachodni;opolskie;G³ubczyce;48-100;Meble;Umeblowanie;Deflect-o Glass Clear Studded Chair Mats;186,54;3;0;41,0388
8358;PL-2021-089404;niski;03.07.2021;05.07.2021;kolejowy;wielkie pud³o;biuro;Krzysztof Michno;K00961;po³udniowo-zachodni;opolskie;G³ubczyce;48-100;Artyku³y biurowe;Magazynowanie;Eldon Simplefile Box Office;87,08;7;0;24,3824
8361;PL-2021-090839;niski;10.06.2021;11.06.2021;standardowy;ma³e pude³ko;ma³a firma;Ewa Hoñko;K00291;pó³nocno-zachodni;wielkopolskie;Czerniejewo;62-250;Artyku³y biurowe;Sztuka;Newell 319;31,744;2;0,2;3,968
8362;PL-2021-090839;wysoki;10.06.2021;10.06.2021;standardowy;worek;ma³a firma;Ewa Hoñko;K00291;pó³nocno-zachodni;wielkopolskie;Czerniejewo;62-250;Artyku³y biurowe;Urz¹dzenia;Hoover Commercial SteamVac;5,432;2;0,8;-13,58
8363;PL-2021-090839;niski;10.06.2021;11.06.2021;standardowy;ma³e pude³ko;ma³a firma;Ewa Hoñko;K00291;pó³nocno-zachodni;wielkopolskie;Czerniejewo;62-250;Meble;Sto³y;Bevis Oval Conference Table, Walnut;913,43;5;0,3;-169,637
8364;PL-2021-090839;niski;10.06.2021;12.06.2021;standardowy;ma³e pude³ko;ma³a firma;Ryszard Krupa;K00292;po³udniowy;ma³opolskie;S³omniki;32-090;Artyku³y biurowe;Magazynowanie;Dual Level, Single-Width Filing Carts;372,144;3;0,2;27,9108
8365;PL-2021-090839;krytyczny;10.06.2021;11.06.2021;standardowy;ma³e pude³ko;ma³a firma;Ryszard Krupa;K00292;po³udniowy;ma³opolskie;S³omniki;32-090;Technologia;Telefony;Samsung Galaxy S4 Mini;751,984;2;0,2;84,5982
8366;PL-2021-091357;nieokreœlony;13.06.2021;15.06.2021;standardowy;ma³e pude³ko;ma³a firma;S³awomir Makrzanowski;K01062;centralny;³ódzkie;Parady¿;26-333;Technologia;Telefony;Mitel 5320 IP Phone VoIP phone;604,768;4;0,2;60,4768
8367;PL-2021-088477;niski;16.02.2021;16.02.2021;standardowy;ma³e pude³ko;biuro;Iwona Panada;K00669;pó³nocno-zachodni;zachodniopomorskie;Mielno;76-032;Artyku³y biurowe;Zaopatrzenie;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";27,36;4;0;7,3872
8372;PL-2021-088262;wysoki;25.08.2021;26.08.2021;standardowy;du¿e pude³ko;osoba fizyczna;Zbigniew Malinowski;K01790;wschodni;lubelskie;Tomaszów Lubelski;22-600;Artyku³y biurowe;Segregatory;GBC Standard Therm-A-Bind Covers;4,984;1;0,8;-8,4728
8374;PL-2021-088262;nieokreœlony;25.08.2021;27.08.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Zbigniew Malinowski;K01790;wschodni;lubelskie;Tomaszów Lubelski;22-600;Artyku³y biurowe;Magazynowanie;Acco Perma 2700 Stacking Storage Drawers;29,74;1;0;4,461
8375;PL-2021-089215;nieokreœlony;10.09.2021;11.09.2021;standardowy;worek;korporacja;Robert ŒŒmigielski;K02744;po³udniowo-zachodni;opolskie;Krapkowice;47-300;Artyku³y biurowe;Urz¹dzenia;Acco 6 Outlet Guardian Premium Surge Suppressor;87,36;6;0;23,5872
8377;PL-2021-086583;nieokreœlony;24.08.2021;25.08.2021;kolejowy;paleta;biuro;Monika Paku³a;K01143;centralny;mazowieckie;M³odzieszyn;96-512;Artyku³y biurowe;Urz¹dzenia;APC 7 Outlet Network SurgeArrest Surge Protector;64,384;1;0,2;8,048
8378;PL-2021-086583;niski;24.08.2021;25.08.2021;standardowy;worek;biuro;Monika Paku³a;K01143;centralny;mazowieckie;M³odzieszyn;96-512;Artyku³y biurowe;Magazynowanie;"Carina 42""Hx23 3/4""W Media Storage Unit";64,784;1;0,2;-14,5764
8393;PL-2021-091552;niski;07.11.2021;08.11.2021;kolejowy;wielkie pud³o;ma³a firma;Lilla Lewandowska;K01972;wschodni;podlaskie;Czy¿e;17-200;Technologia;Telefony;Jensen SMPS-640 - speaker phone;137,94;3;0;35,8644
8402;PL-2021-088398;œredni;05.12.2021;07.12.2021;standardowy;ma³e pude³ko;biuro;W³adys³aw Bakun;K01018;po³udniowy;œl¹skie;¯ywiec;34-300;Meble;Krzes³a;Global Armless Task Chair, Royal Blue;164,646;3;0,1;12,8058
8403;PL-2021-088398;niski;05.12.2021;14.12.2021;standardowy;worek;biuro;W³adys³aw Bakun;K01018;po³udniowy;œl¹skie;¯ywiec;34-300;Artyku³y biurowe;Papier;Xerox 188;22,68;2;0;11,1132
8423;PL-2021-089348;krytyczny;23.03.2021;28.03.2021;standardowy;ma³e pude³ko;korporacja;Krystyna Roman;K00716;centralny;mazowieckie;G³owaczów;26-903;Artyku³y biurowe;£¹czniki;OIC Colored Binder Clips, Assorted Sizes;17,9;5;0;8,771
8424;PL-2021-089348;œredni;23.03.2021;28.03.2021;kolejowy;paleta;korporacja;Krystyna Roman;K00716;centralny;mazowieckie;G³owaczów;26-903;Meble;Umeblowanie;DAX Two-Tone Silver Metal Document Frame;40,48;2;0;17,4064
8430;PL-2021-086475;nieokreœlony;28.09.2021;28.09.2021;standardowy;worek;biuro;Augustyn Rola;K01487;wschodni;lubelskie;Dzierzkowice;23-251;Meble;Umeblowanie;"Eldon ""L"" Workstation Diamond Chairmat";303,92;5;0,2;-30,392
8431;PL-2021-086475;niski;28.09.2021;29.09.2021;standardowy;ma³e pude³ko;biuro;Augustyn Rola;K01487;wschodni;lubelskie;Dzierzkowice;23-251;Artyku³y biurowe;Magazynowanie;Space Solutions Commercial Steel Shelving;129,3;2;0;6,465
8434;PL-2021-089718;krytyczny;02.02.2021;04.02.2021;standardowy;œrednie pude³ko;korporacja;Roman Jakubowski;K03149;centralny;mazowieckie;Czerwiñsk nad Wis³¹;09-150;Artyku³y biurowe;Papier;Xerox 1900;6,848;2;0,2;2,14
8436;PL-2021-087640;œredni;20.11.2021;22.11.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Lech Kopiecki;K02887;pó³nocno-zachodni;lubuskie;Trzciel;66-320;Artyku³y biurowe;Segregatory;Trimflex Flexible Post Binders;8,552;2;0,8;-13,6832
8440;PL-2021-089151;niski;22.07.2021;24.07.2021;standardowy;ma³e pude³ko;ma³a firma;Piotr Ró¿añski;K02683;centralny;mazowieckie;Nowy Duninów;09-505;Technologia;Telefony;Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black;49,616;2;0,2;4,9616
8441;PL-2021-091161;niski;15.02.2021;17.02.2021;standardowy;ma³e pude³ko;ma³a firma;Izabela Krajnik;K00629;centralny;³ódzkie;Opoczno;26-300;Artyku³y biurowe;Papier;"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled";10,584;3;0,2;3,4398
8442;PL-2021-088934;œredni;30.01.2021;30.01.2021;standardowy;opakowanie;korporacja;Anna So³onyna;K00382;po³udniowy;ma³opolskie;Krynica-Zdrój;33-380;Artyku³y biurowe;Papier;Xerox 1883;84,416;4;0,2;27,4352
8443;PL-2021-088934;niski;30.01.2021;01.02.2021;standardowy;ma³e pude³ko;korporacja;Anna So³onyna;K00382;po³udniowy;ma³opolskie;Krynica-Zdrój;33-380;Technologia;Telefony;Wilson SignalBoost 841262 DB PRO Amplifier Kit;431,94;2;0,4;-71,99
8445;PL-2021-019041;niski;28.07.2021;01.08.2021;standardowy;ma³e pude³ko;korporacja;Henryk Gauza;K01413;po³udniowy;œl¹skie;Rybnik;44-207;Technologia;Telefony;Grandstream GXP1160 VoIP phone;68,238;3;0,4;-12,5103
8455;PL-2021-088112;krytyczny;09.10.2021;14.10.2021;standardowy;worek;korporacja;Iwona Ksel;K01133;pó³nocny;pomorskie;Lichnowy;82-224;Meble;Umeblowanie;"Howard Miller 16"" Diameter Gallery Wall Clock";127,88;5;0,6;-67,137
8456;PL-2021-019041;wysoki;28.07.2021;06.08.2021;standardowy;ma³e pude³ko;korporacja;Henryk Gauza;K01413;po³udniowy;œl¹skie;Rybnik;44-207;Technologia;Telefony;Nortel Business Series Terminal T7208 Digital phone;222,384;2;0,2;22,2384
8457;PL-2021-088112;niski;09.10.2021;18.10.2021;standardowy;ma³e pude³ko;korporacja;Iwona Ksel;K01133;pó³nocny;pomorskie;Lichnowy;82-224;Meble;Krzes³a;Global Task Chair, Black;106,869;3;0,3;-29,0073
8458;PL-2021-085884;krytyczny;31.01.2021;01.02.2021;standardowy;ma³e pude³ko;biuro;Mateusz Kryger;K01495;pó³nocny;warmiñsko-mazurskie;Pozezdrze;11-610;Artyku³y biurowe;Segregatory;Storex Dura Pro Binders;3,564;3;0,8;-6,237
8459;PL-2021-085884;œredni;31.01.2021;01.02.2021;standardowy;ma³e pude³ko;biuro;Mateusz Kryger;K01495;pó³nocny;warmiñsko-mazurskie;Pozezdrze;11-610;Artyku³y biurowe;Segregatory;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";25,68;3;0,8;-39,804
8464;PL-2021-089387;krytyczny;14.09.2021;15.09.2021;standardowy;worek;korporacja;Ma³gorzata Pe³echata;K02680;pó³nocno-zachodni;zachodniopomorskie;Ko³baskowo;72-001;Technologia;Telefony;AT&T TR1909W;302,376;3;0,2;22,6782
8468;PL-2021-090087;krytyczny;11.12.2021;11.12.2021;standardowy;ma³e pude³ko;biuro;Marek Twardowski;K02133;centralny;mazowieckie;P³oñsk;09-100;Artyku³y biurowe;Segregatory;Avery Heavy-Duty EZD  Binder With Locking Rings;8,928;2;0,2;3,1248
8469;PL-2021-090087;nieokreœlony;11.12.2021;13.12.2021;standardowy;opakowanie;biuro;Marek Twardowski;K02133;centralny;mazowieckie;P³oñsk;09-100;Meble;Sto³y;Balt Solid Wood Round Tables;2678,94;6;0;241,1046
8475;PL-2021-088143;œredni;02.11.2021;04.11.2021;standardowy;ma³e pude³ko;biuro;Tomasz Rymaszewski;K02470;wschodni;podlaskie;Tykocin;16-080;Artyku³y biurowe;Segregatory;Tuf-Vin Binders;37,896;4;0,7;-29,0536
8476;PL-2021-088143;niski;02.11.2021;04.11.2021;standardowy;ma³e pude³ko;biuro;Tomasz Rymaszewski;K02470;wschodni;podlaskie;Tykocin;16-080;Artyku³y biurowe;Papier;Xerox 1893;65,584;2;0,2;23,7742
8489;PL-2021-088409;œredni;27.04.2021;28.04.2021;ekspresowy;ma³e pude³ko;korporacja;Sebastian Barszczewski;K02115;centralny;mazowieckie;Œwiercze;06-150;Technologia;Maszyny;"HP Designjet T520 Inkjet Large Format Printer - 24"" Color";8749,95;5;0;2799,984
8490;PL-2021-088409;wysoki;27.04.2021;29.04.2021;standardowy;ma³e pude³ko;korporacja;Sebastian Barszczewski;K02115;centralny;mazowieckie;Œwiercze;06-150;Artyku³y biurowe;Segregatory;Presstex Flexible Ring Binders;36,4;8;0;18,2
8518;PL-2021-090611;krytyczny;17.11.2021;18.11.2021;standardowy;ma³e pude³ko;osoba fizyczna;Kazimiera Janowicz;K01843;pó³nocno-zachodni;wielkopolskie;Mikstat;63-510;Meble;Umeblowanie;Nu-Dell Executive Frame;30,336;6;0,6;-17,4432
8534;PL-2021-091141;wysoki;29.01.2021;31.01.2021;standardowy;opakowanie;biuro;Roksana Zalega;K00200;pó³nocno-zachodni;zachodniopomorskie;Suchañ;73-132;Meble;Krzes³a;High-Back Leather Manager's Chair;389,97;3;0;35,0973
8544;PL-2021-091393;wysoki;10.03.2021;15.03.2021;standardowy;ma³e pude³ko;korporacja;Monika Broker;K03006;centralny;³ódzkie;Sulejów;97-330;Technologia;Akcesoria;Logitech G700s Rechargeable Gaming Mouse;199,98;2;0;83,9916
8560;PL-2021-088394;œredni;10.03.2021;12.03.2021;standardowy;ma³e pude³ko;biuro;W³adys³aw Bakun;K01018;po³udniowy;œl¹skie;¯ywiec;34-300;Technologia;Telefony;Cisco SPA 502G IP Phone;287,88;3;0,2;35,985
8561;PL-2021-088394;nieokreœlony;10.03.2021;11.03.2021;standardowy;ma³e pude³ko;biuro;W³adys³aw Bakun;K01018;po³udniowy;œl¹skie;¯ywiec;34-300;Technologia;Telefony;Cisco SPA112 2 Port Phone Adapter;131,88;3;0,2;14,8365
8562;PL-2021-088455;œredni;24.06.2021;24.06.2021;standardowy;ma³e pude³ko;osoba fizyczna;Pawe³ Pawlak;K02400;wschodni;œwiêtokrzyskie;Ostrowiec Œwiêtokrzyski;27-400;Meble;Umeblowanie;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;2,328;2;0,6;-0,7566
8563;PL-2021-088455;nieokreœlony;24.06.2021;25.06.2021;standardowy;opakowanie;osoba fizyczna;Bogdan Mordarski;K02401;wschodni;lubelskie;Krasnystaw;22-300;Meble;Krzes³a;Global Executive Mid-Back Manager's Chair;1454,9;5;0;378,274
8576;PL-2021-089144;nieokreœlony;20.12.2021;21.12.2021;standardowy;worek;korporacja;Leszek Doliñski;K00248;po³udniowy;œl¹skie;Bytom;41-905;Artyku³y biurowe;Urz¹dzenia;Hoover Portapower Portable Vacuum;14,336;4;0,2;0,896
8583;PL-2021-086021;wysoki;02.06.2021;04.06.2021;ekspresowy;opakowanie;biuro;Kamila Cio³ek;K00454;pó³nocny;kujawsko-pomorskie;Dobrzyñ nad Wis³¹;87-610;Technologia;Akcesoria;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;20,784;2;0,2;-3,6372
8584;PL-2021-086021;krytyczny;02.06.2021;04.06.2021;standardowy;ma³e pude³ko;biuro;Kamila Cio³ek;K00454;pó³nocny;kujawsko-pomorskie;Dobrzyñ nad Wis³¹;87-610;Artyku³y biurowe;Magazynowanie;Rogers Profile Extra Capacity Storage Tub;66,96;5;0,2;-13,392
8585;PL-2021-086021;nieokreœlony;02.06.2021;04.06.2021;ekspresowy;ma³e pude³ko;biuro;Kamila Cio³ek;K00454;pó³nocny;kujawsko-pomorskie;Dobrzyñ nad Wis³¹;87-610;Artyku³y biurowe;Segregatory;GBC Standard Recycled Report Covers, Clear Plastic Sheets;17,248;2;0,2;6,0368
8586;PL-2021-089814;nieokreœlony;17.11.2021;17.11.2021;kolejowy;paleta;ma³a firma;Ewelina Nowak;K03129;po³udniowy;ma³opolskie;Koœcielisko;34-511;Artyku³y biurowe;Segregatory;"Wilson Jones 1"" Hanging DublLock Ring Binders";11,088;7;0,7;-8,1312
8587;PL-2021-089814;krytyczny;17.11.2021;21.11.2021;kolejowy;wielkie pud³o;ma³a firma;Ewelina Nowak;K03129;po³udniowy;ma³opolskie;Koœcielisko;34-511;Technologia;Akcesoria;Logitech P710e Mobile Speakerphone;1287,45;5;0;244,6155
8593;PL-2021-019365;wysoki;18.01.2021;19.01.2021;standardowy;ma³e pude³ko;ma³a firma;Ireneusz Kondalski;K01282;pó³nocno-zachodni;wielkopolskie;Poznañ;60-681;Meble;Umeblowanie;Eldon Im?ge Series Desk Accessories, Clear;11,664;3;0,2;3,3534
8600;PL-2020-019556;niski;01.01.2021;18.01.2021;kolejowy;paleta;osoba fizyczna;Wojciech Remiszewski;K00640;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-222;Artyku³y biurowe;Papier;Xerox 1970;14,94;3;0;7,0218
8601;PL-2020-019556;wysoki;01.01.2021;12.01.2021;standardowy;ma³e pude³ko;osoba fizyczna;Wojciech Remiszewski;K00640;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-222;Artyku³y biurowe;Urz¹dzenia;Fellowes Mighty 8 Compact Surge Protector;40,54;2;0;11,3512
8602;PL-2020-019556;krytyczny;01.01.2021;29.01.2021;standardowy;ma³e pude³ko;osoba fizyczna;Wojciech Remiszewski;K00640;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-222;Artyku³y biurowe;Segregatory;SpineVue Locking Slant-D Ring Binders by Cardinal;7,312;1;0,2;2,5592
8614;PL-2021-020068;krytyczny;02.03.2021;02.03.2021;standardowy;ma³e pude³ko;biuro;Katarzyna Zychal;K00604;po³udniowy;ma³opolskie;Kraków;31-510;Technologia;Akcesoria;Logitech Wireless Gaming Headset G930;479,97;3;0;177,5889
8620;PL-2021-020960;krytyczny;20.11.2021;25.11.2021;standardowy;ma³e pude³ko;korporacja;Jan Rybowski;K01402;centralny;³ódzkie;£ódŸ;90-326;Artyku³y biurowe;Magazynowanie;Adjustable Personal File Tote;65,12;4;0;16,9312
8621;PL-2021-021057;nieokreœlony;05.02.2021;12.02.2021;standardowy;opakowanie;korporacja;Marta Jaworska;K01822;po³udniowy;œl¹skie;Jastrzêbie-Zdrój;44-268;Meble;Umeblowanie;"Linden 10"" Round Wall Clock, Black";30,56;5;0,6;-19,864
8629;PL-2021-021601;wysoki;08.04.2021;08.04.2021;standardowy;du¿e pude³ko;osoba fizyczna;Wojciech Ró¿ycki;K02431;po³udniowy;ma³opolskie;Kraków;31-061;Artyku³y biurowe;Segregatory;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";6,096;2;0,2;2,0574
8633;PL-2021-021670;krytyczny;13.01.2021;14.01.2021;standardowy;ma³e pude³ko;biuro;Wioleta Baran;K01745;po³udniowo-zachodni;dolnoœl¹skie;Legnica;59-220;Artyku³y biurowe;Segregatory;GBC Ibimaster 500 Manual ProClick Binding System;1369,764;6;0,7;-913,176
8634;PL-2021-021760;krytyczny;01.02.2021;02.02.2021;standardowy;ma³e pude³ko;biuro;Piotr Caban;K02491;po³udniowy;ma³opolskie;Kraków;31-102;Artyku³y biurowe;Urz¹dzenia;Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk;9,48;3;0,2;0,711
8644;PL-2021-022727;wysoki;05.07.2021;05.07.2021;standardowy;ma³e pude³ko;korporacja;Damian Wawrzynkiewicz;K02107;centralny;³ódzkie;£ódŸ;90-013;Artyku³y biurowe;Etykiety;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;5,04;1;0,2;1,638
8648;PL-2021-022787;niski;07.04.2021;07.04.2021;ekspresowy;worek;korporacja;Ryszard Szufel;K02747;centralny;mazowieckie;Warszawa;00-565;Meble;Krzes³a;Global Push Button Manager's Chair, Indigo;97,424;2;0,2;10,9602
8650;PL-2021-022848;œredni;12.12.2021;13.12.2021;standardowy;du¿e pude³ko;biuro;Piotr Caban;K02491;po³udniowy;ma³opolskie;Kraków;31-102;Artyku³y biurowe;Segregatory;Premier Elliptical Ring Binder, Black;27,396;3;0,7;-20,0904
8651;PL-2021-022848;nieokreœlony;12.12.2021;14.12.2021;kolejowy;paleta;biuro;Piotr Caban;K02491;po³udniowy;ma³opolskie;Kraków;31-102;Artyku³y biurowe;£¹czniki;OIC Thumb-Tacks;5,7;5;0;2,679
8652;PL-2021-022848;nieokreœlony;12.12.2021;14.12.2021;standardowy;ma³e pude³ko;biuro;Piotr Caban;K02491;po³udniowy;ma³opolskie;Kraków;31-102;Meble;Umeblowanie;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;14,19;3;0;5,5341
8661;PL-2021-023617;wysoki;07.05.2021;09.05.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Sylwia Szarzyñska;K00699;po³udniowy;ma³opolskie;Kraków;31-101;Meble;Rega³y;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;723,92;5;0,2;-81,441
8663;PL-2021-023781;nieokreœlony;02.11.2021;04.11.2021;standardowy;ma³e pude³ko;biuro;Maria Potyra³o;K00272;pó³nocny;kujawsko-pomorskie;Toruñ;87-103;Technologia;Telefony;Digium D40 VoIP phone;619,152;6;0,2;69,6546
8668;PL-2021-023940;niski;10.04.2021;11.04.2021;standardowy;du¿e pude³ko;biuro;Barbara Antkowiak;K01959;po³udniowy;œl¹skie;Jastrzêbie-Zdrój;44-330;Artyku³y biurowe;Segregatory;Wilson Jones International Size A4 Ring Binders;55,36;4;0,2;19,376
8669;PL-2021-023940;niski;10.04.2021;13.04.2021;kolejowy;paleta;biuro;Barbara Antkowiak;K01959;po³udniowy;œl¹skie;Jastrzêbie-Zdrój;44-330;Technologia;Maszyny;Texas Instrument TI-15 Fraction Calculator;11,56;1;0,2;3,757
8670;PL-2021-023968;nieokreœlony;06.03.2021;09.03.2021;standardowy;ma³e pude³ko;korporacja;Pawe³ Kolanek;K03289;po³udniowy;ma³opolskie;Kraków;31-020;Artyku³y biurowe;Papier;Easy-staple paper;17,12;4;0;7,704
8674;PL-2021-002309;wysoki;05.09.2021;07.09.2021;standardowy;ma³e pude³ko;osoba fizyczna;Henryk Nawój;K01193;po³udniowy;œl¹skie;Ruda Œl¹ska;41-717;Meble;Krzes³a;Global Deluxe High-Back Manager's Chair;600,558;3;0,3;-8,5794
8676;PL-2021-002311;œredni;03.05.2021;04.05.2021;standardowy;ma³e pude³ko;biuro;Wies³awa Wicher;K01314;po³udniowy;ma³opolskie;Kraków;31-001;Artyku³y biurowe;Sztuka;Newell 312;28,032;6;0,2;3,504
8680;PL-2021-024486;krytyczny;24.04.2021;25.04.2021;standardowy;opakowanie;osoba fizyczna;Marcin Frankiewicz;K02645;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-203;Technologia;Akcesoria;Logitech MX Performance Wireless Mouse;159,56;5;0,2;33,9065
