Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
7622;PL-2019-086383;wysoki;07.03.2019;10.03.2019;standardowy;du¿e pude³ko;korporacja;Arkadiusz Czerwiñski;K00392;pó³nocno-zachodni;zachodniopomorskie;Stare Czarnowo;74-106;Meble;Krzes³a;Hon GuestStacker Chair;725,344;4;0,2;54,4008
7624;PL-2019-088017;wysoki;25.09.2019;26.09.2019;standardowy;ma³e pude³ko;korporacja;Kazimierz Siebu³a;K02620;po³udniowy;ma³opolskie;Dobczyce;32-410;Artyku³y biurowe;Urz¹dzenia;Belkin 7 Outlet SurgeMaster II;39,48;1;0;11,0544
7628;PL-2019-090964;krytyczny;26.09.2019;29.09.2019;standardowy;ma³e pude³ko;biuro;Bo¿ena Ksi¹¿ek;K02330;pó³nocno-zachodni;zachodniopomorskie;Drawno;73-220;Technologia;Akcesoria;Belkin Standard 104 key USB Keyboard;23,344;2;0,2;-1,459
7632;PL-2019-087916;krytyczny;21.10.2019;21.10.2019;standardowy;ma³e pude³ko;ma³a firma;Grzegorz Chudek;K02547;pó³nocno-zachodni;wielkopolskie;Kalisz;62-800;Meble;Krzes³a;Global Stack Chair without Arms, Black;127,302;7;0,3;-9,093
7635;PL-2019-087032;nieokreœlony;20.08.2019;23.08.2019;standardowy;ma³e pude³ko;biuro;Katarzyna Wêgrzyn;K02521;centralny;mazowieckie;Sypniewo;06-216;Artyku³y biurowe;Sztuka;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;34,58;1;0;10,0282
7639;PL-2019-086573;wysoki;06.07.2019;08.07.2019;standardowy;ma³e pude³ko;biuro;Pawe³ Retecki;K01142;pó³nocno-zachodni;lubuskie;¯agañ;68-100;Artyku³y biurowe;Koperty;Staple envelope;57,96;7;0;27,2412
7645;PL-2019-090160;nieokreœlony;16.06.2019;16.06.2019;standardowy;ma³e pude³ko;biuro;Robert Kmieæ;K03120;po³udniowy;œl¹skie;Mys³owice;41-404;Technologia;Akcesoria;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack;67,96;5;0,2;0,8495
7650;PL-2019-091496;wysoki;29.12.2019;30.12.2019;standardowy;du¿e pude³ko;korporacja;Andrzej Skwarek;K02617;po³udniowy;œl¹skie;Wyry;43-175;Meble;Sto³y;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;1548,99;9;0,4;-464,697
7652;PL-2019-089849;wysoki;09.08.2019;11.08.2019;standardowy;ma³e pude³ko;korporacja;Justyna Trzaska;K00697;wschodni;podlaskie;Kobylin-Borzymy;18-204;Technologia;Akcesoria;Logitech K350 2.4Ghz Wireless Keyboard;119,448;3;0,2;-13,4379
7661;PL-2019-088240;krytyczny;13.06.2019;13.06.2019;standardowy;ma³e pude³ko;ma³a firma;Marcin Kaliszan;K03078;wschodni;lubelskie;Che³m;22-100;Meble;Umeblowanie;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";76,728;3;0,6;-53,7096
7662;PL-2019-088240;krytyczny;13.06.2019;16.06.2019;standardowy;worek;ma³a firma;Marcin Kaliszan;K03078;wschodni;lubelskie;Che³m;22-100;Artyku³y biurowe;Segregatory;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";10,43;7;0,8;-18,2525
7670;PL-2019-089943;nieokreœlony;12.11.2019;14.11.2019;standardowy;œrednie pude³ko;osoba fizyczna;Krystyna Bugaj;K01778;wschodni;lubelskie;Rossosz;21-533;Artyku³y biurowe;Papier;Xerox 1884;59,94;3;0;28,1718
7671;PL-2019-089943;nieokreœlony;12.11.2019;12.11.2019;standardowy;worek;osoba fizyczna;Krystyna Bugaj;K01778;wschodni;lubelskie;Rossosz;21-533;Technologia;Akcesoria;Logitech G35 7.1-Channel Surround Sound Headset;259,98;2;0;88,3932
7672;PL-2019-090237;krytyczny;22.02.2019;24.02.2019;standardowy;ma³e pude³ko;ma³a firma;Wojciech Sobko;K00233;po³udniowo-zachodni;dolnoœl¹skie;¯migród;55-140;Meble;Rega³y;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";170,98;1;0;32,4862
7673;PL-2019-090237;nieokreœlony;22.02.2019;23.02.2019;standardowy;ma³e pude³ko;ma³a firma;Wojciech Sobko;K00233;po³udniowo-zachodni;dolnoœl¹skie;¯migród;55-140;Meble;Umeblowanie;"Tensor ""Hersey Kiss"" Styled Floor Lamp";38,97;3;0;4,6764
7679;PL-2019-090577;niski;17.03.2019;19.03.2019;standardowy;worek;biuro;Jaros³aw Topa;K00871;po³udniowy;œl¹skie;Racibórz;47-400;Artyku³y biurowe;Papier;Xerox 1970;14,94;3;0;7,0218
7702;PL-2019-088871;niski;21.04.2019;28.04.2019;standardowy;œrednie pude³ko;korporacja;Ryszard Osiowy;K01940;po³udniowy;œl¹skie;Che³m Œl¹ski;41-403;Meble;Sto³y;Bretford Rectangular Conference Table Tops;526,582;2;0,3;-52,6582
7703;PL-2019-088871;nieokreœlony;21.04.2019;26.04.2019;kolejowy;paleta;korporacja;Ryszard Osiowy;K01940;po³udniowy;œl¹skie;Che³m Œl¹ski;41-403;Artyku³y biurowe;Papier;Xerox 1950;11,56;2;0;5,6644
7706;PL-2019-089218;œredni;24.01.2019;24.01.2019;standardowy;ma³e pude³ko;biuro;Ewa Czapka;K02457;pó³nocny;pomorskie;Stary Dzierzgoñ;82-450;Technologia;Akcesoria;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;479,97;3;0;163,1898
7707;PL-2019-089218;krytyczny;24.01.2019;25.01.2019;standardowy;ma³e pude³ko;biuro;Piotr W¹cior;K02456;pó³nocno-zachodni;zachodniopomorskie;Szczecinek;78-400;Artyku³y biurowe;Sztuka;Newell 335;8,64;3;0;2,5056
7708;PL-2019-089218;wysoki;24.01.2019;25.01.2019;ekspresowy;œrednie pude³ko;biuro;Piotr W¹cior;K02456;pó³nocno-zachodni;zachodniopomorskie;Szczecinek;78-400;Artyku³y biurowe;Sztuka;Avery Hi-Liter Smear-Safe Highlighters;11,68;2;0;4,2048
7710;PL-2019-088196;krytyczny;09.07.2019;10.07.2019;standardowy;worek;osoba fizyczna;Józef Nowak;K00619;centralny;mazowieckie;Stanis³awów;05-155;Artyku³y biurowe;Segregatory;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";13,698;3;0,7;-9,5886
7715;PL-2019-091362;nieokreœlony;29.03.2019;30.03.2019;standardowy;worek;korporacja;Grzegorz Grochecki;K01482;po³udniowy;œl¹skie;Pilica;42-436;Artyku³y biurowe;Urz¹dzenia;Fellowes 8 Outlet Superior Workstation Surge Protector;250,26;6;0;72,5754
7728;PL-2019-086933;nieokreœlony;15.02.2019;17.02.2019;kolejowy;wielkie pud³o;biuro;Irena Wrzesiñska;K02020;pó³nocno-zachodni;lubuskie;Trzebiel;68-212;Artyku³y biurowe;Sztuka;Avery Hi-Liter Smear-Safe Highlighters;17,52;3;0;6,3072
7753;PL-2019-091089;nieokreœlony;18.09.2019;18.09.2019;ekspresowy;du¿e pude³ko;biuro;Andrzej Sierant;K00145;wschodni;lubelskie;Wola Uhruska;22-230;Artyku³y biurowe;Segregatory;JM Magazine Binder;33,02;2;0;15,8496
7765;PL-2019-090951;nieokreœlony;10.06.2019;10.06.2019;ekspresowy;ma³e pude³ko;osoba fizyczna;Roman Waleriañczyk;K02638;wschodni;lubelskie;Wojcieszków;21-411;Artyku³y biurowe;Sztuka;Newell 312;17,52;3;0;5,256
7770;PL-2019-091492;œredni;04.03.2019;06.03.2019;ekspresowy;opakowanie;osoba fizyczna;Konstanty Micha³owski;K02877;centralny;³ódzkie;Buczek;95-060;Technologia;Telefony;Apple iPhone 5;1039,728;2;0,2;90,9762
7776;PL-2019-090814;wysoki;21.09.2019;21.09.2019;ekspresowy;opakowanie;korporacja;Jolanta B¹k;K03222;pó³nocno-zachodni;lubuskie;Nowa Sól;67-100;Artyku³y biurowe;Urz¹dzenia;Staple holder;10,98;1;0;2,9646
7777;PL-2019-090814;œredni;21.09.2019;22.09.2019;standardowy;opakowanie;korporacja;Jolanta B¹k;K03222;pó³nocno-zachodni;lubuskie;Nowa Sól;67-100;Artyku³y biurowe;£¹czniki;Staples;7,86;3;0;3,6156
7779;PL-2019-089776;niski;03.09.2019;05.09.2019;standardowy;ma³e pude³ko;osoba fizyczna;Rafa³ Wasilko;K01764;wschodni;œwiêtokrzyskie;Bodzentyn;26-010;Artyku³y biurowe;Segregatory;GBC VeloBind Cover Sets;37,056;3;0,2;13,896
7780;PL-2019-089776;wysoki;03.09.2019;04.09.2019;standardowy;ma³e pude³ko;osoba fizyczna;Rafa³ Wasilko;K01764;wschodni;œwiêtokrzyskie;Bodzentyn;26-010;Artyku³y biurowe;Urz¹dzenia;Eureka The Boss Cordless Rechargeable Stick Vac;203,92;4;0;55,0584
7784;PL-2019-085981;œredni;16.12.2019;17.12.2019;standardowy;ma³e pude³ko;osoba fizyczna;Piotr Humañski;K03339;po³udniowo-zachodni;opolskie;Dobrodzieñ;46-380;Meble;Sto³y;BPI Conference Tables;876,3;10;0,4;-292,1
7785;PL-2019-085981;wysoki;16.12.2019;17.12.2019;standardowy;opakowanie;osoba fizyczna;Piotr Humañski;K03339;po³udniowo-zachodni;opolskie;Dobrodzieñ;46-380;Artyku³y biurowe;Zaopatrzenie;Premier Electric Letter Opener;185,376;2;0,2;-34,758
7795;PL-2019-089762;niski;18.07.2019;21.07.2019;standardowy;opakowanie;ma³a firma;Andrzej Marciniewski;K00288;centralny;mazowieckie;Siedlce;08-110;Artyku³y biurowe;Papier;Xerox 1916;97,88;2;0;48,94
7796;PL-2019-089762;niski;18.07.2019;20.07.2019;ekspresowy;ma³e pude³ko;ma³a firma;Andrzej Marciniewski;K00288;centralny;mazowieckie;Siedlce;08-110;Technologia;Telefony;Vtech CS6719;307,168;4;0,2;30,7168
7799;PL-2019-088320;œredni;04.08.2019;06.08.2019;standardowy;ma³e pude³ko;ma³a firma;Marian Bedus;K02500;pó³nocny;pomorskie;£êczyce;84-218;Technologia;Telefony;Samsung Galaxy S4 Mini;469,99;1;0;136,2971
7803;PL-2019-090800;niski;30.04.2019;02.05.2019;standardowy;opakowanie;ma³a firma;Regina Wieczorkiewicz;K01226;po³udniowo-zachodni;dolnoœl¹skie;Syców;56-500;Artyku³y biurowe;Etykiety;Avery 510;12;4;0,2;4,2
7804;PL-2019-090800;niski;30.04.2019;03.05.2019;kolejowy;paleta;ma³a firma;Zbigniew Sadowski;K01227;pó³nocny;warmiñsko-mazurskie;Mi³ki;11-513;Artyku³y biurowe;Magazynowanie;Tennsco Double-Tier Lockers;720,064;4;0,2;-63,0056
7822;PL-2019-089148;wysoki;12.10.2019;17.10.2019;standardowy;œrednie pude³ko;ma³a firma;Ryszard S³omczewski;K02684;centralny;³ódzkie;Wartkowice;99-220;Artyku³y biurowe;Magazynowanie;Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost;111,672;9;0,2;6,9795
7823;PL-2019-089148;nieokreœlony;12.10.2019;14.10.2019;standardowy;worek;ma³a firma;Ryszard S³omczewski;K02684;centralny;³ódzkie;Wartkowice;99-220;Artyku³y biurowe;Sztuka;Newell 340;8,64;3;0;2,5056
7824;PL-2019-089148;niski;12.10.2019;12.10.2019;standardowy;ma³e pude³ko;ma³a firma;Ryszard S³omczewski;K02684;centralny;³ódzkie;Wartkowice;99-220;Technologia;Akcesoria;Plantronics Audio 478 Stereo USB Headset;149,97;3;0;52,4895
7835;PL-2019-089360;œredni;24.02.2019;25.02.2019;standardowy;opakowanie;osoba fizyczna;Szymon GoŸdzialski;K02653;pó³nocno-zachodni;lubuskie;Stare Kurowo;66-540;Meble;Sto³y;"Iceberg OfficeWorks 42"" Round Tables";241,568;2;0,2;-15,098
7836;PL-2019-089360;krytyczny;24.02.2019;26.02.2019;standardowy;ma³e pude³ko;osoba fizyczna;Szymon GoŸdzialski;K02653;pó³nocno-zachodni;lubuskie;Stare Kurowo;66-540;Technologia;Telefony;Polycom CX600 IP Phone VoIP phone;479,92;2;0,2;41,993
7837;PL-2019-091388;œredni;12.08.2019;17.08.2019;standardowy;ma³e pude³ko;korporacja;Monika Broker;K03006;centralny;³ódzkie;Sulejów;97-330;Meble;Krzes³a;Global Super Steno Chair;307,136;4;0,2;-11,5176
7838;PL-2019-091388;wysoki;12.08.2019;19.08.2019;kolejowy;paleta;korporacja;Monika Broker;K03006;centralny;³ódzkie;Sulejów;97-330;Artyku³y biurowe;Etykiety;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;12,6;2;0;5,796
7849;PL-2019-090492;nieokreœlony;14.04.2019;16.04.2019;standardowy;ma³e pude³ko;osoba fizyczna;Bo¿ena Terefenko;K00918;centralny;mazowieckie;Wo³omin;05-200;Artyku³y biurowe;Magazynowanie;Akro Stacking Bins;18,936;3;0,2;-3,7872
7850;PL-2019-090492;krytyczny;14.04.2019;14.04.2019;standardowy;opakowanie;osoba fizyczna;Maria Bodziewska;K00919;centralny;mazowieckie;Grójec;05-600;Artyku³y biurowe;Magazynowanie;Sterilite Show Offs Storage Containers;12,672;3;0,2;-3,168
7851;PL-2019-090492;nieokreœlony;14.04.2019;16.04.2019;standardowy;ma³e pude³ko;osoba fizyczna;Mariusz Gi¿ycki;K00920;centralny;mazowieckie;Karczew;05-480;Artyku³y biurowe;Etykiety;Avery 502;5,04;2;0,2;1,764
7856;PL-2019-086490;niski;15.04.2019;16.04.2019;ekspresowy;ma³e pude³ko;ma³a firma;Lidia Bogus;K03169;pó³nocno-zachodni;wielkopolskie;Buk;64-320;Technologia;Akcesoria;Memorex Micro Travel Drive 8 GB;52;4;0;23,4
7863;PL-2019-091077;krytyczny;26.09.2019;27.09.2019;standardowy;du¿e pude³ko;korporacja;Edward Grunt;K01689;centralny;mazowieckie;Rzekuñ;07-411;Artyku³y biurowe;Magazynowanie;"Contico 72""H Heavy-Duty Storage System";81,96;2;0;0
7884;PL-2019-090265;niski;25.09.2019;30.09.2019;standardowy;worek;korporacja;Danuta Zawadzka;K02958;centralny;mazowieckie;Izabelin;05-080;Artyku³y biurowe;Papier;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;10,32;2;0,2;3,741
7885;PL-2019-018561;nieokreœlony;11.01.2019;12.01.2019;standardowy;ma³e pude³ko;biuro;Wioleta Baran;K01745;po³udniowo-zachodni;dolnoœl¹skie;Legnica;59-220;Artyku³y biurowe;Zaopatrzenie;"Elite 5"" Scissors";47,32;7;0,2;5,915
7894;PL-2019-087630;nieokreœlony;22.02.2019;24.02.2019;standardowy;ma³e pude³ko;osoba fizyczna;Edward Jasiñski;K02886;pó³nocno-zachodni;zachodniopomorskie;S³awno;76-100;Artyku³y biurowe;Segregatory;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;13,92;3;0,2;4,35
7895;PL-2019-087630;wysoki;22.02.2019;23.02.2019;standardowy;ma³e pude³ko;osoba fizyczna;Edward Jasiñski;K02886;pó³nocno-zachodni;zachodniopomorskie;S³awno;76-100;Artyku³y biurowe;Segregatory;Ibico Standard Transparent Covers;82,4;5;0;40,376
7896;PL-2019-087630;niski;22.02.2019;24.02.2019;standardowy;du¿e pude³ko;osoba fizyczna;Edward Jasiñski;K02886;pó³nocno-zachodni;zachodniopomorskie;S³awno;76-100;Artyku³y biurowe;Segregatory;Zipper Ring Binder Pockets;6,24;2;0;3,0576
7900;PL-2019-089872;œredni;24.01.2019;26.01.2019;standardowy;ma³e pude³ko;ma³a firma;Grzegorz Kaczmarek;K02873;po³udniowy;œl¹skie;Piekary Œl¹skie;41-943;Artyku³y biurowe;£¹czniki;Staples;24,32;5;0,2;9,12
7901;PL-2019-089872;wysoki;24.01.2019;25.01.2019;kolejowy;wielkie pud³o;ma³a firma;Grzegorz Kaczmarek;K02873;po³udniowy;œl¹skie;Piekary Œl¹skie;41-943;Technologia;Akcesoria;Maxell 4.7GB DVD-R 5/Pack;1,584;2;0,2;0,4752
7907;PL-2019-089039;œredni;12.01.2019;13.01.2019;kolejowy;wielkie pud³o;osoba fizyczna;Roman Maœlanka;K01976;po³udniowy;œl¹skie;Ogrodzieniec;42-440;Artyku³y biurowe;Segregatory;Avery Reinforcements for Hole-Punch Pages;3,96;10;0,8;-6,93
7908;PL-2019-089039;wysoki;12.01.2019;14.01.2019;standardowy;worek;osoba fizyczna;Roman Maœlanka;K01976;po³udniowy;œl¹skie;Ogrodzieniec;42-440;Artyku³y biurowe;Urz¹dzenia;Hoover Shoulder Vac Commercial Portable Vacuum;715,64;2;0;178,91
7910;PL-2019-087978;œredni;08.06.2019;10.06.2019;standardowy;worek;osoba fizyczna;Ryszard Kwaœnica;K00711;centralny;³ódzkie;Daszyna;99-107;Artyku³y biurowe;Sztuka;Rogers Handheld Barrel Pencil Sharpener;21,92;8;0;5,9184
7918;PL-2019-087790;wysoki;01.07.2019;03.07.2019;standardowy;ma³e pude³ko;osoba fizyczna;Marek Wojciechowski;K02448;pó³nocny;kujawsko-pomorskie;£abiszyn;89-210;Artyku³y biurowe;Sztuka;Hunt PowerHouse Electric Pencil Sharpener, Blue;30,384;1;0,2;3,798
7935;PL-2019-087147;niski;10.05.2019;10.05.2019;standardowy;ma³e pude³ko;korporacja;Wojciech Adamczewski;K02063;wschodni;podkarpackie;Jaros³aw;37-500;Technologia;Telefony;OtterBox Defender Series Case - Samsung Galaxy S4;71,976;3;0,2;8,997
7937;PL-2019-088781;wysoki;19.07.2019;20.07.2019;standardowy;ma³e pude³ko;ma³a firma;Mateusz Wyka;K01708;centralny;³ódzkie;Rz¹œnia;98-332;Artyku³y biurowe;Segregatory;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;13,92;3;0,2;4,872
7938;PL-2019-088534;œredni;18.11.2019;19.11.2019;standardowy;ma³e pude³ko;ma³a firma;El¿bieta S³awiñska;K00136;po³udniowo-zachodni;dolnoœl¹skie;Pi³awa Górna;58-240;Artyku³y biurowe;Urz¹dzenia;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;2518,29;9;0;654,7554
7940;PL-2019-088534;niski;18.11.2019;19.11.2019;standardowy;opakowanie;ma³a firma;El¿bieta S³awiñska;K00136;po³udniowo-zachodni;dolnoœl¹skie;Pi³awa Górna;58-240;Artyku³y biurowe;Segregatory;GBC Recycled Grain Textured Covers;221,056;8;0,2;77,3696
7963;PL-2019-087947;œredni;04.02.2019;06.02.2019;kolejowy;paleta;korporacja;Barbara Grygorcewicz;K00070;wschodni;lubelskie;Tarnogród;23-420;Artyku³y biurowe;Segregatory;Ibico Plastic and Wire Spiral Binding Combs;20,232;8;0,7;-16,1856
7968;PL-2019-089407;krytyczny;02.07.2019;04.07.2019;standardowy;ma³e pude³ko;osoba fizyczna;Gra¿yna Wiœniewska;K01384;po³udniowo-zachodni;dolnoœl¹skie;O³awa;55-200;Meble;Rega³y;Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled;90,882;3;0,7;-190,8522
7973;PL-2019-091581;wysoki;24.03.2019;25.03.2019;kolejowy;paleta;korporacja;Adrian Zalewski;K00959;pó³nocno-zachodni;wielkopolskie;Miejska Górka;63-910;Artyku³y biurowe;Papier;Xerox 227;10,368;2;0,2;3,6288
7984;PL-2019-090908;krytyczny;22.07.2019;22.07.2019;standardowy;ma³e pude³ko;korporacja;Stanis³aw Mamiñski;K00549;wschodni;œwiêtokrzyskie;Chêciny;26-060;Artyku³y biurowe;£¹czniki;Staples;15,12;5;0,2;4,914
7985;PL-2019-088714;niski;22.07.2019;25.07.2019;standardowy;ma³e pude³ko;osoba fizyczna;Zofia Majewska;K02464;pó³nocny;kujawsko-pomorskie;Sêpólno Krajeñskie;89-400;Artyku³y biurowe;Sztuka;Newell 348;7,872;3;0,2;0,8856
7986;PL-2019-088714;œredni;22.07.2019;23.07.2019;standardowy;ma³e pude³ko;osoba fizyczna;Zofia Majewska;K02464;pó³nocny;kujawsko-pomorskie;Sêpólno Krajeñskie;89-400;Artyku³y biurowe;Segregatory;Round Ring Binders;8,32;5;0,2;2,808
7990;PL-2019-090378;nieokreœlony;18.02.2019;20.02.2019;ekspresowy;opakowanie;ma³a firma;Jerzy Szczêsny;K01229;centralny;³ódzkie;Mas³owice;97-515;Artyku³y biurowe;Magazynowanie;Pizazz Global Quick File;14,97;1;0;4,1916
7992;PL-2019-088085;krytyczny;27.11.2019;30.11.2019;standardowy;worek;ma³a firma;Wies³aw Graczykowski;K00444;pó³nocny;kujawsko-pomorskie;£asin;86-320;Artyku³y biurowe;Segregatory;GBC Twin Loop Wire Binding Elements;39,936;4;0,7;-26,624
7996;PL-2019-090218;nieokreœlony;28.11.2019;30.11.2019;standardowy;ma³e pude³ko;osoba fizyczna;Irena Caban;K02928;pó³nocno-zachodni;zachodniopomorskie;Wa³cz;78-600;Artyku³y biurowe;Segregatory;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;9,612;6;0,7;-7,3692
7998;PL-2019-090218;œredni;28.11.2019;29.11.2019;standardowy;ma³e pude³ko;osoba fizyczna;Irena Caban;K02928;pó³nocno-zachodni;zachodniopomorskie;Wa³cz;78-600;Meble;Sto³y;Chromcraft Round Conference Tables;1673,184;12;0,2;20,9148
8000;PL-2019-087298;niski;25.05.2019;26.05.2019;standardowy;ma³e pude³ko;korporacja;Grzegorz Tchórzewski;K03249;pó³nocno-zachodni;lubuskie;Cybinka;69-108;Artyku³y biurowe;Urz¹dzenia;Holmes Odor Grabber;57,68;4;0;19,0344
8013;PL-2019-086357;niski;06.07.2019;13.07.2019;standardowy;ma³e pude³ko;korporacja;£ukasz Stryjek;K00916;pó³nocno-zachodni;wielkopolskie;Miejska Górka;63-910;Artyku³y biurowe;Segregatory;GBC DocuBind P100 Manual Binding Machine;663,92;5;0,2;207,475
8021;PL-2019-088840;niski;31.10.2019;31.10.2019;standardowy;ma³e pude³ko;biuro;Zbigniew Gotowa³a;K03381;wschodni;podkarpackie;Przeworsk;37-200;Artyku³y biurowe;Papier;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";11,76;2;0;5,7624
8036;PL-2019-090258;nieokreœlony;13.08.2019;15.08.2019;standardowy;worek;biuro;Dorota Rogala;K00757;wschodni;podkarpackie;Stubno;37-723;Artyku³y biurowe;Etykiety;Avery File Folder Labels;4,608;2;0,2;1,6704
8039;PL-2019-088713;œredni;13.05.2019;15.05.2019;ekspresowy;opakowanie;osoba fizyczna;Zofia Majewska;K02464;pó³nocny;kujawsko-pomorskie;Sêpólno Krajeñskie;89-400;Meble;Rega³y;Sauder Facets Collection Library, Sky Alder Finish;435,999;3;0,15;5,1294
8040;PL-2019-088713;nieokreœlony;13.05.2019;13.05.2019;kolejowy;wielkie pud³o;osoba fizyczna;Zofia Majewska;K02464;pó³nocny;kujawsko-pomorskie;Sêpólno Krajeñskie;89-400;Meble;Krzes³a;Padded Folding Chairs, Black, 4/Carton;388,704;6;0,2;38,8704
8073;PL-2019-087952;œredni;16.02.2019;17.02.2019;kolejowy;wielkie pud³o;osoba fizyczna;Monika Górska;K00639;po³udniowy;œl¹skie;Pyskowice;44-120;Artyku³y biurowe;Sztuka;Fluorescent Highlighters by Dixon;12,736;4;0,2;2,2288
8075;PL-2019-089432;nieokreœlony;21.02.2019;21.02.2019;standardowy;ma³e pude³ko;ma³a firma;Artur Hubicki;K00993;wschodni;podkarpackie;Dêbica;39-200;Artyku³y biurowe;Segregatory;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";13,748;14;0,8;-22,6842
8084;PL-2019-086662;wysoki;05.08.2019;07.08.2019;standardowy;ma³e pude³ko;korporacja;Ryszard Szkudlarek;K03053;centralny;mazowieckie;Czerwin;07-407;Artyku³y biurowe;Segregatory;Avery Self-Adhesive Photo Pockets for Polaroid Photos;14,301;7;0,7;-10,4874
8094;PL-2019-087530;wysoki;10.02.2019;13.02.2019;ekspresowy;œrednie pude³ko;osoba fizyczna;Anna Popielarczyk;K03403;po³udniowo-zachodni;opolskie;Paczków;48-370;Meble;Umeblowanie;Staple-based wall hangings;23,88;3;0;10,5072
8095;PL-2019-091116;œredni;14.06.2019;18.06.2019;standardowy;du¿e pude³ko;ma³a firma;El¿bieta Wasikowska;K01469;pó³nocno-zachodni;wielkopolskie;Olszówka;62-641;Artyku³y biurowe;Papier;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";26,2;4;0;12,052
8096;PL-2019-091116;nieokreœlony;14.06.2019;16.06.2019;kolejowy;wielkie pud³o;ma³a firma;El¿bieta Wasikowska;K01469;pó³nocno-zachodni;wielkopolskie;Olszówka;62-641;Artyku³y biurowe;Papier;Xerox 227;12,96;2;0;6,2208
8097;PL-2019-091116;krytyczny;14.06.2019;14.06.2019;kolejowy;wielkie pud³o;ma³a firma;Andrzej Rogowski;K01466;centralny;mazowieckie;Klwów;26-414;Technologia;Akcesoria;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;234,95;5;0;32,893
8098;PL-2019-087117;œredni;20.11.2019;22.11.2019;standardowy;worek;osoba fizyczna;Gra¿yna Skibiñska;K02035;pó³nocno-zachodni;wielkopolskie;Nowe Skalmierzyce;63-460;Artyku³y biurowe;Magazynowanie;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;118,25;5;0;34,2925
8100;PL-2019-089775;œredni;24.07.2019;24.07.2019;standardowy;ma³e pude³ko;osoba fizyczna;Rafa³ Wasilko;K01764;wschodni;œwiêtokrzyskie;Bodzentyn;26-010;Technologia;Akcesoria;Kingston Digital DataTraveler 16GB USB 2.0;26,85;3;0;5,1015
8112;PL-2019-088278;œredni;13.04.2019;14.04.2019;standardowy;opakowanie;korporacja;Milena Dalinkiewicz;K02862;centralny;mazowieckie;Naruszewo;09-152;Meble;Krzes³a;Situations Contoured Folding Chairs, 4/Set;248,43;5;0,3;-17,745
8113;PL-2019-091454;niski;12.11.2019;13.11.2019;standardowy;ma³e pude³ko;osoba fizyczna;Krystyna Miagka;K00043;centralny;mazowieckie;Przysucha;26-400;Artyku³y biurowe;Urz¹dzenia;Acco 6 Outlet Guardian Premium Surge Suppressor;11,648;4;0,8;-30,8672
8129;PL-2019-086310;nieokreœlony;12.12.2019;12.12.2019;standardowy;ma³e pude³ko;ma³a firma;Marek Pawlik;K00597;pó³nocno-zachodni;wielkopolskie;Okonek;64-965;Meble;Umeblowanie;"Seth Thomas 16"" Steel Case Clock";64,96;5;0,6;-43,848
8133;PL-2019-088610;nieokreœlony;23.04.2019;25.04.2019;standardowy;ma³e pude³ko;osoba fizyczna;Andrzej Krywalewicz;K02964;wschodni;lubelskie;Drelów;21-570;Artyku³y biurowe;Magazynowanie;Hot File 7-Pocket, Floor Stand;535,41;3;0;160,623
8142;PL-2019-091495;niski;13.09.2019;15.09.2019;standardowy;worek;korporacja;Anna Babiarczyk;K02616;po³udniowo-zachodni;dolnoœl¹skie;Mieroszów;58-350;Artyku³y biurowe;Etykiety;Avery 508;14,73;3;0;7,2177
8150;PL-2019-091398;œredni;17.10.2019;19.10.2019;ekspresowy;ma³e pude³ko;korporacja;Katarzyna Kreft;K02952;po³udniowo-zachodni;opolskie;Prószków;46-060;Artyku³y biurowe;Segregatory;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;10,68;2;0;5,0196
